x,y,z
-7.056829734750722,-7.109528573407698,25.209284128265914
-7.068286698959093,-7.242065673879501,25.046046680771777
-7.091797630099186,-7.384861336984871,24.898002454423256
-7.127112985065225,-7.5368845988908735,24.76631969941712
-7.173895942354833,-7.697012996535685,24.65209611051523
-7.2316566205089465,-7.864099258286431,24.556279666690276
-7.299284047146188,-8.037773959958848,24.47909848868477
-7.376605767856814,-8.217178593129768,24.421889238217773
-7.463587041170085,-8.401113623185438,24.386100906851723
-7.560020770432686,-8.588268936015611,24.37292011551823
-7.66552750380873,-8.777223838013548,24.38327111451806
-7.779555434279751,-8.966447056076007,24.417815783521164
-7.90138039964471,-9.15429673760325,24.476953631566655
-8.030105882519992,-9.339020450499047,24.560821797062818
-8.164663010339405,-9.518755183170668,24.669295047787116
-8.303810555354188,-9.69152734452889,24.801985780886174
-8.446134934632989,-9.855252763987977,24.95824402287578
-8.590050210061904,-10.007736691465725,25.13715742964092
-8.733798088344427,-10.1466737973834,25.337551286435712
-8.875447921001498,-10.269648172665798,25.557988507883476
-9.013630512030566,-10.374479735675898,25.79699080147707
-9.148170924710682,-10.459565616997383,26.052559321752476
-9.277083324574798,-10.522701073093085,26.321340295776995
-9.398430452603748,-10.562062986666469,26.59989883349006
-9.510442916501955,-10.57626765507219,26.884774603123276
-9.61151919069739,-10.564370790316092,27.172481831200326
-9.700225616341607,-10.525867519055197,27.45950930253705
-9.775296401309712,-10.460692382597722,27.742320360241365
-9.83563362020039,-10.369219336903058,28.01735290571336
-9.880307214335884,-10.252261752581795,28.28101939864519
-9.90855499176201,-10.111072414895691,28.529706857021182
-9.919782627248145,-9.947343523757715,28.75977685711773
-9.913563662287237,-9.76320669373199,28.967565533503397
-9.889501769093764,-9.561328515814846,29.149601546761293
-9.847751395822668,-9.345342176905094,29.303525650767043
-9.789035643600188,-9.119041370820067,29.427664356759664
-9.714230896434808,-8.886028320809473,29.520795091851205
-9.624366037865963,-8.649713545689252,29.582146188334256
-9.520622450964026,-8.413315859841493,29.61139688368197
-9.40433401833034,-8.179862373214513,29.608677320548054
-9.276987122097173,-7.952188491322786,29.57456854676677
-9.140220643927764,-7.732937915247009,29.510102515352937
-8.995825965016282,-7.524562641634035,29.416762084501922
-8.845746966087868,-7.329322962696946,29.29648101758966
-8.692080027398582,-7.149287466214975,29.151643983172622
-8.53705753464783,-6.986299106172736,28.985093697764007
-8.382407982683054,-6.840972277743469,28.799939282987815
-8.229656482242076,-6.71401371240454,28.59844534176647
-8.080373582072262,-6.6062790817318255,28.38269815621602
-7.936019244030094,-6.5183439573186845,28.154843797657747
-7.797942843081216,-6.450503810776002,27.91708812661829
-7.667383167300395,-6.402774013732156,27.671696792829533
-7.545468417871558,-6.3748898378330425,27.420995235228695
-7.433216209087757,-6.366306454742057,27.16736868195826
-7.331533568351205,-6.376198936140107,26.913262150366037
-7.241216936173237,-6.403462253725606,26.6611804470051
-7.162952166174348,-6.446711279214471,26.413688167633858
-7.0972958338478245,-6.504319607978585,26.173352584600128
-7.0440708041596425,-6.576073666929261,25.940668966839027
-7.003300393051505,-6.662024145931027,25.716445093173956
-6.97522284580518,-6.761677812472127,25.50226649542368
-6.959984829988497,-6.8744679275889515,25.299652553902877
-6.957641435455361,-6.999754245866,25.110056497422185
-6.968156174345748,-7.136823015435923,24.93486540328814
-6.991400981085699,-7.284886977979478,24.775400197303235
-7.027156212387334,-7.4430853687255745,24.632915653765878
-7.075110647248833,-7.6104839164512255,24.508600395470427
-7.134861486954455,-7.786074843481601,24.40357689370715
-7.2059143550745235,-7.968776865689971,24.318901468262265
-7.28766867124379,-8.157450959358489,24.25553720308517
-7.3790498340177235,-8.351447255220853,24.213572409055214
-7.47966796980401,-8.54958553717959,24.194141540979558
-7.589348837660564,-8.750246060707493,24.19873465287505
-7.707733873785799,-8.951721665754743,24.228499432313438
-7.834280191518659,-9.152217776748973,24.284241200421384
-7.968260581338577,-9.349852402595197,24.36642291188044
-8.108763510865522,-9.542656136675882,24.47516515492707
-8.254693124859951,-9.728572156850879,24.61024615135263
-8.404769245222855,-9.905456225457486,24.7711017565034
-8.557527370995714,-10.071076689310392,24.956825459280527
-8.711318678360543,-10.223114479701726,25.166168382140103
-8.864310020639845,-10.359163112401012,25.397539281093085
-9.01448392829666,-10.476728687655214,25.64900454570537
-9.15963860893451,-10.573229890188692,25.918288199097717
-9.298239306251729,-10.646199220133765,26.20319509167543
-9.43004588489863,-10.693932174385907,26.50109363994575
-9.55281166427374,-10.714967613003077,26.807450245213882
-9.664425408557781,-10.708269371737984,27.11780016186374
-9.763036887554954,-10.673245783311838,27.42783297404036
-9.847056876692895,-10.60974967741435,27.733392595649743
-9.91515715702271,-10.51807838070372,28.030477270359007
-9.966270515218952,-10.398973716806667,28.31523957159625
-9.999590743579633,-10.253622006318386,28.58398640255067
-10.014572640026216,-10.083654066802595,28.833178996172457
-10.010932008103627,-9.891145212791486,29.05943291517289
-9.988645656980237,-9.678615255785777,29.259518052024255
-9.947930843279732,-9.449053010122368,29.430358515004322
-9.888574393897386,-9.206952161633927,29.569320378652797
-9.811308887266865,-8.956767333861762,29.674886934266212
-9.717471133898517,-8.702299586003186,29.746156475236315
-9.608497130652228,-8.44713573296402,29.782716712465778
-9.48592206073739,-8.1946483453585,29.784644774368225
-9.35138029371294,-7.9479957495093645,29.752507206868223
-9.206605385487313,-7.710122027447771,29.687359973401268
-9.053430078318492,-7.48375701691338,29.590748454913818
-8.893786300813955,-7.271416311354269,29.46470744986325
-8.729705167930735,-7.075401259927014,29.31176117421791
-8.563316980975358,-6.897798967496621,29.134923261457057
-8.3968512276039,-6.740482294636582,28.937696762570923
-8.232526346347532,-6.6042035098413345,28.723638253728435
-8.07203825890958,-6.487871411895216,28.494923538475035
-7.916878394805574,-6.392082535052834,28.253805606376154
-7.7684285606045345,-6.317266815222465,28.002571721448586
-7.6279562955366496,-6.263581566638141,27.743514009158382
-7.496614871493326,-6.23091148185968,27.47892945642092
-7.375443293027137,-6.218868631772664,27.211119911600832
-7.265366297351876,-6.226792465588454,26.94239208451208
-7.167194354342502,-6.253749810844181,26.67505754641787
-7.081623666535192,-6.2985348734027475,26.411432730030757
-7.009236169127297,-6.3596692374528345,26.15383892951253
-6.950499529977372,-6.435401865508887,25.904602300474323
-6.905552619764204,-6.524247990613096,25.66558941829948
-6.873797993934531,-6.626956697281264,25.436929539513834
-6.8553667428173215,-6.7432261350156395,25.220020301835564
-6.850387651917869,-6.872492247628293,25.016384133776977
-6.858890878916163,-7.014115470701562,24.82748287361202
-6.880807953666888,-7.167380731588094,24.654717769376212
-6.915971778199419,-7.331497449410794,24.49942947886672
-6.964116626717836,-7.505599535062883,24.362898069642288
-7.024878145600899,-7.688745391207837,24.246343019023296
-7.097793353402077,-7.8799179122794465,24.150923214091716
-7.182300640849521,-8.078024484481757,24.077736951691147
-7.2777397708460905,-8.281896985789135,24.027821938426786
-7.383222381176203,-8.490442472926857,24.001875280630802
-7.497354161099791,-8.703111465306598,23.999345317663693
-7.619928218563031,-8.917976877894345,24.02182002132749
-7.750746447761339,-9.13283861718774,24.070887529477538
-7.88939228227507,-9.345466178367058,24.147683049921945
-8.03523069506957,-9.55359864529527,24.25288886042162
-8.187408198495117,-9.754944690517991,24.38673430869023
-8.344852844286981,-9.947182575263524,24.548995812394242
-8.506274223565368,-10.127960149442814,24.73899685915288
-8.670163466835476,-10.294894851649502,24.955608006538174
-8.834793243987434,-10.445573709159866,25.197246882074907
-8.998217764296365,-10.57755333793288,25.46187818324067
-9.158272776422326,-10.688359942610157,25.7470136774658
-9.312575568410367,-10.775489316516001,26.049712202133456
-9.458524967690467,-10.836406841657366,26.36657966457953
-9.593301341077595,-10.868547488723884,26.693769042092722
-9.715410595086691,-10.869199694671474,27.027821010402626
-9.825246688710807,-10.83734795677285,27.365018432330732
-9.920524485934285,-10.773945259300485,27.69943241489461
-9.999245275295284,-10.680208220666765,28.025550685373492
-10.059801398028865,-10.557584747664773,28.33834969313539
-10.100976248066958,-10.40775403546831,28.633294609636966
-10.121944272038393,-10.232626567631854,28.90633932842364
-10.122270969268877,-10.034344116090622,29.15392646512949
-10.101912891781007,-9.815279741160495,29.37298735747736
-10.061217644294265,-9.5780377915381,29.56094206527875
-10.000923884225015,-9.32545390430072,29.715699370433907
-9.922161321686518,-9.060595004906391,29.835656776931764
-9.826407850195936,-8.786836632285755,29.919705799758823
-9.713823626271337,-8.510854890385655,29.96738853158074
-9.58563845132175,-8.237814885220844,29.978506680351867
-9.444007366728483,-7.970993365260162,29.95324555289288
-9.29107033717989,-7.713412470960431,29.89231300934309
-9.12895225067142,-7.467839734766556,29.796939463160463
-8.959762918505556,-7.236788081111433,29.668877881121592
-8.78559707529188,-7.022515826416033,29.510403783321735
-8.608534378947015,-6.827026679089325,29.324315243174773
-8.430639410694678,-6.652069739528347,29.113932887413263
-8.253961675065622,-6.4991395001181385,28.883099896088368
-8.080535599897704,-6.369475845231806,28.63618200256993
-7.912380536335819,-6.2640640512304655,28.37806749354642
-7.751502643654482,-6.182001834502473,28.112113020076794
-7.599400758303759,-6.120768033910635,27.838403106274008
-7.457118633989065,-6.080523246936418,27.559208022727244
-7.3255993644468225,-6.061273118127071,27.276798869095668
-7.205689252212494,-6.06280497206701,26.993383185059177
-7.098137808620635,-6.08468781337783,26.711104950318504
-7.003597753804845,-6.126272326718298,26.432044584595122
-6.922625016697816,-6.186690876784352,26.158218947631337
-6.855678735031287,-6.264857508309111,25.89158133919018
-6.803121255336082,-6.359467946062858,25.634021499055525
-6.76521813294208,-6.468999594853059,25.387365607031985
-6.74213813197824,-6.5917115395243435,25.153376282944993
-6.733943507911064,-6.725662540981159,24.933744224111162
-6.739635761855813,-6.8710318311858085,24.72920745599282
-6.758732314212511,-7.028460677262361,24.540779103628715
-6.791391958106092,-7.197391986955102,24.370019142843706
-6.837638207207907,-7.377146006395121,24.21840625186667
-6.8973592957357175,-7.566920320100243,24.087337811330563
-6.970308178453709,-7.765789850975099,23.978129904272354
-7.056102530672469,-7.972706860311053,23.89201731613309
-7.154224748249017,-8.186500947786275,23.83015353475784
-7.264021947586769,-8.40587905146567,23.793610750395754
-7.384705965635576,-8.629425447800948,23.78337985569999
-7.5153533598916855,-8.855601751630552,23.80037044572779
-7.654905408397773,-9.082746916179726,23.84541081794042
-7.802168113278665,-9.309077261463536,23.91924794878494
-7.956101873621601,-9.533808888913759,24.021461420971555
-8.115942966241741,-9.754733241497828,24.15192482590944
-8.280699018269997,-9.96805451132127,24.311312352096486
-8.449223614498399,-10.170214716702276,24.499736738633864
-8.620216297380031,-10.35789370217163,24.716749275225972
-8.7922225670291,-10.528009138472775,24.961339802180515
-8.963633881220865,-10.677716522561756,25.231936710408398
-9.132687655391708,-10.804409177607267,25.526406941423854
-9.297467262639067,-10.905718252990614,25.842055987344303
-9.455902033721497,-10.979512724305742,26.17562789089049
-9.60576725705861,-11.023899393359214,26.52330524538636
-9.744684178731136,-11.03722288817023,26.880709194759184
-9.870120002480867,-11.018065662970614,27.242899433539417
-9.979387889710704,-10.965247998204813,27.604374206860847
-10.069832955684564,-10.877468720001865,27.9592188978345
-10.141393631407738,-10.751072249893824,28.303006055364765
-10.19318357055226,-10.589984038564063,28.63026954594426
-10.223986615451292,-10.399785894627907,28.935604751606114
-10.232992494171395,-10.185600328766293,29.214326266124996
-10.219796820512533,-9.952090553725824,29.46246789501696
-10.184401094008061,-9.703460484318738,29.676782655539515
-10.127212699924737,-9.443454737422991,29.854742776691538
-10.049044909262715,-9.175358631982132,29.994539699213398
-9.951116878755546,-8.90199818900538,30.095084075586875
-9.835053650870176,-8.625740131567614,30.156005770035183
-9.70288615380694,-8.348491884809341,30.17765385852295
-9.557051201499604,-8.071701575936796,30.161096628756255
-9.400391493615299,-7.796358034221797,30.108121580182594
-9.234526505773076,-7.527231834108398,30.020912654772477
-9.059575110940122,-7.273559208707292,29.900946404351245
-8.87807774457763,-7.037949006794934,29.749851444388828
-8.692505327286494,-6.822466317674893,29.569623607694822
-8.505205602340268,-6.628769702325508,29.36262248650863
-8.318403135685141,-6.458111193399852,29.13157143249942
-8.134199315940002,-6.311336295225788,28.879557556766205
-7.954572354396342,-6.188883983805878,28.61003172983772
-7.781377285018314,-6.090786706817451,28.326808581672516
-7.616345964442708,-6.016670383612573,28.0340665016589
-7.46108707197901,-5.965754405218079,27.736347638615037
-7.317078613211449,-5.936848349471026,27.43845022535343
-7.185261064012011,-5.928568674396916,27.140706760209383
-7.066236591983217,-5.940264757651355,26.84351665232824
-6.960600341466252,-5.971413171702124,26.54899071441509
-6.868855468820058,-6.0214094625778545,26.259145316065297
-6.79141314242138,-6.08956814986803,25.975902383764563
-6.728592542664749,-6.175122726722984,25.701089400888925
-6.680620861962499,-6.2772256598538805,25.436439407704817
-6.647633304744742,-6.39494838953275,25.183591001368942
-6.629673087459383,-6.527281329592466,24.944088335928356
-6.62669143857212,-6.6731338674267615,24.719381122320442
-6.638547598566441,-6.831334363990181,24.51082462837297
-6.66473058297465,-7.000794646815802,24.319567753215946
-6.703785931100604,-7.18146713436267,24.1464763926782
-6.755977282151009,-7.372985773449425,23.993279713613617
-6.821635930563267,-7.574710453350283,23.861693121585606
-6.900890954867927,-7.785823152901733,23.753294700937648
-6.99366921768872,-8.00532794050264,23.669525214793232
-7.099695365742538,-8.23205097411418,23.61168810505589
-7.218491829839451,-8.46464050125988,23.5809494924092
-7.3493788248826615,-8.701566859025526,23.578338176316787
-7.49147434986857,-8.941122474059295,23.604745635022308
-7.643694187886732,-9.181421862571664,23.66092602554946
-7.804751906119885,-9.42040163033547,23.747496183701998
-7.973158855843888,-9.655820472685797,23.864935624063676
-8.14722417242781,-9.885259174520133,24.01358653999833
-8.32505477533387,-10.106120610298266,24.193653803649816
-8.505033925618239,-10.315939853943346,24.404973763530656
-8.687185846837327,-10.51243172404817,24.64601466495843
-8.869745190176975,-10.691278408285074,24.91526124251498
-9.050670121572182,-10.84841457374081,25.210797045975504
-9.22789738073936,-10.98026228570353,25.530201940735584
-9.399342281176281,-11.083731007662738,25.870552107811076
-9.562898710162154,-11.156217601309361,26.228420043838277
-9.716439128757578,-11.195606326535701,26.59987456107382
-9.85781457180456,-11.200268841435443,26.98048078739471
-9.984854647926474,-11.169064202303666,27.365300166298233
-10.095367539528128,-11.101338863636832,27.74889045690212
-10.18714000279572,-10.99692667813279,28.12530573394443
-10.25796823618808,-10.856048922209139,28.48811592060938
-10.306820707996106,-10.67750848730139,28.831355684943507
-10.332897433942408,-10.465331777878907,29.149679061154913
-10.335410247050593,-10.225337250371451,29.438252868132867
-10.313995370321324,-9.962963629637908,29.692974204225862
-10.268713416732322,-9.683269908966253,29.91047044724166
-10.200049389238393,-9.390935350073649,30.088099254447233
-10.108912680771391,-9.0902594831063,30.223948562568864
-9.996637074240246,-8.785162106639543,30.31683658779207
-9.864980742530932,-8.479183287677806,30.366311825761635
-9.716126248506532,-8.17548336165471,30.372653051581576
-9.552680545007155,-7.876842932432906,30.3368693198152
-9.37767497484999,-7.585662872304187,30.260699964485045
-9.193406759877753,-7.306292131668187,30.147228954977585
-9.00096404767772,-7.045400853740317,29.999953486944197
-8.80309549619295,-6.805506967494418,29.821039585095708
-8.602440235740561,-6.588571166109701,29.612942775006523
-8.401482587887694,-6.396089932452307,29.378440706601967
-8.202552065451586,-6.229095539075374,29.120633154158373
-8.007823372499471,-6.08815604821893,28.842942016302963
-7.8193164043486405,-5.973375311809968,28.549111316013924
-7.638896247566416,-5.884392971462418,28.24320720062037
-7.468273179970212,-5.82038445847718,27.929617941802427
-7.309002670627437,-5.7800609938420715,27.613053935591108
-7.162421249651892,-5.7617793875147205,27.297659173931336
-7.029228813394579,-5.764635854550359,26.982637978073292
-6.910014624677386,-5.788024138988681,26.66956509383392
-6.805308085249219,-5.831252590998304,26.360545101252416
-6.715545032520891,-5.893574251347883,26.05758150069856
-6.641067739565152,-5.9741868514061025,25.76257671287284
-6.582124915116685,-6.07223281314169,25.47733207880639
-6.5388717035721164,-6.186799249123374,25.203547859861096
-6.511369684989995,-6.316917962519944,24.942823237729453
-6.499586875090801,-6.46156544710021,24.696656314434634
-6.503397725256954,-6.619662887233031,24.46644411233049
-6.522530331122756,-6.790095798693867,24.253466301043208
-6.555416300182218,-6.97248044431619,24.058641471368816
-6.601910258808493,-7.166639935455227,23.883557948096552
-6.662485563058123,-7.372054928493725,23.729991484856285
-6.737403234439793,-7.588022312716147,23.599603952663465
-6.826711959914356,-7.813655210308788,23.49394333991906
-6.930248091894818,-8.047882976359698,23.414443752409586
-7.047635648246349,-8.289451198858728,23.362425413307115
-7.178286312286247,-8.536921698697437,23.339094663169277
-7.321399432783992,-8.78867252966922,23.345543959939228
-7.475962023961215,-9.04289797846923,23.38275187894569
-7.640748765491714,-9.297608564694414,23.45158311290293
-7.814322002501399,-9.550631040843431,23.552788471910752
-7.99503174556838,-9.799608392316777,23.687004883454513
-8.18101567072291,-10.041999837416707,23.854755392405128
-8.370240591671282,-10.275108648789299,24.056424657803248
-8.56246015468275,-10.49680815560863,24.29095856047199
-8.756680554794304,-10.702945565766301,24.556934832537166
-8.950832424316443,-10.888843545067788,24.852885453819226
-9.142791724880999,-11.050320085484017,25.17674459724936
-9.330379747441162,-11.183688505151412,25.525848628869547
-9.511363112271425,-11.285757448371841,25.89693610783244
-9.683453768967672,-11.353830885612693,26.28614778640153
-9.844308996447118,-11.385708113506821,26.689026609951053
-9.991531402948342,-11.379683754852561,27.10051771696604
-10.122668926031222,-11.334547758613727,27.514968439042157
-10.235214832577029,-11.24958539991962,27.926128300885956
-10.326607718788365,-11.12457728006502,28.32714902031471
-10.395036880584005,-10.958000004824603,28.711178311485625
-10.439730060320738,-10.7514159118377,29.07212963417097
-10.459470640908375,-10.511375190191693,29.40412653908999
-10.45351802021646,-10.244019414187596,29.702116016397575
-10.42161912635268,-9.955037679510552,29.961876061255307
-10.36400841766287,-9.649666603229917,30.180015673831345
-10.281407882731013,-9.332690323799131,30.353974859300596
-10.175027040379236,-9.008440501055794,30.482024627844584
-10.046562939667803,-8.680796316221628,30.563266994651517
-9.898200159895156,-8.353184471902589,30.59763497991623
-9.732610810597853,-8.028579192088696,30.58589260884024
